created_at,last_move_at,turns,white_rating,black_rating,opening_ply
1503670000000.0,1503670000000.0,0.048,1132,1276,4
1503420000000.0,1503420000000.0,0.094,1276,1308,6
1503420000000.0,1503420000000.0,0.074,1228,1266,7
1503420000000.0,1503420000000.0,0.048,1273,1409,5
1503410000000.0,1503410000000.0,0.018000000000000002,1338,1277,3
1503160000000.0,1503160000000.0,0.094,1263,1336,8
1503160000000.0,1503160000000.0,0.17,1316,1273,2
1503140000000.0,1503140000000.0,0.078,1248,1253,2
1503130000000.0,1503130000000.0,0.116,1335,1233,6
1503130000000.0,1503130000000.0,0.19,1223,1189,11
1503130000000.0,1503130000000.0,0.004,1443,1204,2
1503090000000.0,1503090000000.0,0.194,1227,1216,4
1503090000000.0,1503090000000.0,0.024,1215,1219,5
1503090000000.0,1503090000000.0,0.06,1227,1227,8
1503090000000.0,1503090000000.0,0.08600000000000001,1550,1225,8
1503080000000.0,1503080000000.0,0.022,1325,1234,2
1503060000000.0,1503060000000.0,0.14400000000000002,1212,1221,5
1503060000000.0,1503060000000.0,0.312,1226,1478,3
1503060000000.0,1503060000000.0,0.036000000000000004,1228,1626,4
1503050000000.0,1503060000000.0,0.154,1191,1228,7
1503050000000.0,1503050000000.0,0.064,1422,1210,5
1503050000000.0,1503050000000.0,0.07,1186,1223,5
1503050000000.0,1503050000000.0,0.17,1212,1212,2
1503050000000.0,1503050000000.0,0.1,1228,1343,6
1504140000000.0,1504140000000.0,0.222,1865,1862,5
1503950000000.0,1503950000000.0,0.13,1852,1852,5
1503800000000.0,1503810000000.0,0.146,1833,1863,4
1503690000000.0,1503690000000.0,0.25,1851,1918,4
1503630000000.0,1503630000000.0,0.152,1861,1844,6
1503620000000.0,1503630000000.0,0.13,1853,1774,6
1503620000000.0,1503620000000.0,0.082,1910,1862,11
1503620000000.0,1503620000000.0,0.11800000000000001,1851,1890,3
1503600000000.0,1503600000000.0,0.14,1860,1840,5
1503550000000.0,1503550000000.0,0.068,1828,1848,5
1503460000000.0,1503460000000.0,0.138,1855,1858,1
1503450000000.0,1503450000000.0,0.126,1847,1895,8
1503450000000.0,1503450000000.0,0.214,1885,1856,4
1503440000000.0,1503440000000.0,0.116,1847,1802,1
1503440000000.0,1503440000000.0,0.068,1847,1856,6
1503420000000.0,1503430000000.0,0.2,1840,1837,3
1503340000000.0,1503350000000.0,0.16,1848,1806,4
1503340000000.0,1503340000000.0,0.088,1860,1820,3
1503200000000.0,1503200000000.0,0.08,1854,1849,3
1503120000000.0,1503120000000.0,0.21,1895,1859,4
1503110000000.0,1503110000000.0,0.1,1866,1965,6
1503090000000.0,1503090000000.0,0.28800000000000003,1866,1843,4
1503020000000.0,1503020000000.0,0.162,1835,1866,11
1502940000000.0,1502940000000.0,0.138,1877,1860,6
1502070000000.0,1502070000000.0,0.154,1849,1874,11
1501980000000.0,1501980000000.0,0.316,1835,1865,6
1501880000000.0,1501880000000.0,0.214,1866,1835,7
1501610000000.0,1501610000000.0,0.234,1856,1829,12
1501600000000.0,1501600000000.0,0.088,1845,1846,8
1501290000000.0,1501290000000.0,0.08,1834,1835,4
1501200000000.0,1501200000000.0,0.11800000000000001,1846,1845,2
1501200000000.0,1501200000000.0,0.22,1845,1917,4
1501190000000.0,1501190000000.0,0.06,1858,1790,4
1501190000000.0,1501190000000.0,0.108,1871,1847,4
1501120000000.0,1501130000000.0,0.138,1846,1869,5
1501090000000.0,1501090000000.0,0.356,1843,1836,3
1501040000000.0,1501040000000.0,0.272,1800,1826,2
1504200000000.0,1504200000000.0,0.248,1283,1267,5
1504180000000.0,1504180000000.0,0.192,1290,1270,1
1504180000000.0,1504180000000.0,0.106,1331,1281,4
1504080000000.0,1504080000000.0,0.078,1304,1292,1
1504080000000.0,1504080000000.0,0.02,1305,1293,3
1504080000000.0,1504080000000.0,0.10200000000000001,1308,1317,8
1503810000000.0,1503810000000.0,0.036000000000000004,1296,1305,13
1503800000000.0,1503800000000.0,0.212,968,1305,8
1503770000000.0,1503770000000.0,0.076,1293,1466,5
1503760000000.0,1503760000000.0,0.11800000000000001,1500,1299,7
1503750000000.0,1503750000000.0,0.222,1288,1232,3
1503750000000.0,1503750000000.0,0.056,1289,2108,9
1503740000000.0,1503740000000.0,0.202,1431,1289,6
1503740000000.0,1503740000000.0,0.03,1806,1289,7
1503740000000.0,1503740000000.0,0.084,1289,1311,5
1503740000000.0,1503740000000.0,0.23600000000000002,1431,1289,3
1503740000000.0,1503740000000.0,0.068,1289,1484,6
1503740000000.0,1503740000000.0,0.12,1289,1810,5
1503740000000.0,1503740000000.0,0.132,1806,1289,5
1503680000000.0,1503680000000.0,0.042,1289,1500,5
1503670000000.0,1503670000000.0,0.146,1409,1297,8
1503660000000.0,1503670000000.0,0.318,1280,1485,6
1503600000000.0,1503600000000.0,0.148,1280,1211,4
1503600000000.0,1503600000000.0,0.056,1211,1280,3
1503580000000.0,1503580000000.0,0.224,1281,1765,6
1503510000000.0,1503510000000.0,0.20800000000000002,1288,1454,4
1503510000000.0,1503510000000.0,0.08,1560,1270,5
1503510000000.0,1503510000000.0,0.088,1274,1534,4
1503510000000.0,1503510000000.0,0.3,1259,1663,6
1503410000000.0,1503410000000.0,0.12,1614,1238,5
1503400000000.0,1503410000000.0,0.074,1221,1417,11
1503340000000.0,1503340000000.0,0.176,1222,1732,7
1503300000000.0,1503310000000.0,0.226,1232,1234,7
1503100000000.0,1503110000000.0,0.11,1240,1219,8
1502940000000.0,1502940000000.0,0.27,1590,1600,5
1502240000000.0,1502240000000.0,0.274,1568,1617,5
1501980000000.0,1501980000000.0,0.194,1500,1358,6
1503450000000.0,1503450000000.0,0.066,1384,1325,2
1503440000000.0,1503440000000.0,0.058,1384,1265,3
1503440000000.0,1503440000000.0,0.11,1384,1950,2
1503280000000.0,1503280000000.0,0.182,1377,1249,4
1503280000000.0,1503280000000.0,0.106,1375,1389,4
1503260000000.0,1503260000000.0,0.098,1378,1361,5
1503260000000.0,1503260000000.0,0.096,1261,1371,4
1503260000000.0,1503260000000.0,0.04,1380,1429,4
1503250000000.0,1503250000000.0,0.17400000000000002,1369,1368,6
1503250000000.0,1503250000000.0,0.022,1290,1371,9
1503110000000.0,1503110000000.0,0.22,1372,1326,2
1503110000000.0,1503110000000.0,0.048,1361,1383,1
1503100000000.0,1503100000000.0,0.046,1217,1399,4
1503020000000.0,1503020000000.0,0.162,1387,1447,5
1503020000000.0,1503020000000.0,0.068,1474,1387,2
1503010000000.0,1503010000000.0,0.20600000000000002,1377,1351,4
1503010000000.0,1503010000000.0,0.058,1389,1339,4
1502920000000.0,1502920000000.0,0.044,1389,1400,4
1502920000000.0,1502920000000.0,0.076,1849,1389,5
1502850000000.0,1502850000000.0,0.092,1395,1378,9
1502850000000.0,1502850000000.0,0.046,1370,1257,6
1502840000000.0,1502840000000.0,0.062,1360,1332,5
1502740000000.0,1502740000000.0,0.10200000000000001,1311,1360,4
1502740000000.0,1502740000000.0,0.17400000000000002,1714,1360,6
1502730000000.0,1502730000000.0,0.062,1354,1217,5
1502720000000.0,1502720000000.0,0.076,1245,1346,5
1502680000000.0,1502680000000.0,0.08600000000000001,1346,1099,6
1502650000000.0,1502650000000.0,0.21,1336,1287,4
1503010000000.0,1503010000000.0,0.17400000000000002,1580,1555,2
1503010000000.0,1503010000000.0,0.07200000000000001,1555,1580,6
1503010000000.0,1503010000000.0,0.076,1649,1547,6
1503010000000.0,1503010000000.0,0.22,1426,1527,3
1502920000000.0,1502920000000.0,0.096,1557,1547,8
1502910000000.0,1502920000000.0,0.19,1557,1607,5
1502910000000.0,1502910000000.0,0.14,1607,1557,1
1502910000000.0,1502910000000.0,0.084,1557,1632,7
1490290000000.0,1490290000000.0,0.354,1535,1609,11
1490290000000.0,1490290000000.0,0.228,1713,1558,2
1490290000000.0,1490290000000.0,0.114,1497,1730,2
1490280000000.0,1490290000000.0,0.114,1437,1552,5
1472840000000.0,1472840000000.0,0.164,1516,1552,2
1471100000000.0,1471100000000.0,0.058,1513,1456,5
1440990000000.0,1440990000000.0,0.14,1355,1478,7
1504010000000.0,1504010000000.0,0.194,1638,1614,6
1503970000000.0,1503980000000.0,0.198,1613,1934,11
1503970000000.0,1503970000000.0,0.148,1865,1613,5
1503970000000.0,1503970000000.0,0.096,1776,1587,2
1503880000000.0,1503880000000.0,0.154,1568,1593,6
1503880000000.0,1503880000000.0,0.16,1605,1546,6
1503880000000.0,1503880000000.0,0.07,1518,1709,5
1503880000000.0,1503880000000.0,0.066,1728,1527,8
1503870000000.0,1503870000000.0,0.17400000000000002,1515,1379,4
1503870000000.0,1503870000000.0,0.08,1538,1501,4
1503870000000.0,1503870000000.0,0.108,1511,1516,4
1503870000000.0,1503870000000.0,0.134,1464,1495,9
1503870000000.0,1503870000000.0,0.042,1470,1475,4
1503870000000.0,1503870000000.0,0.028,1490,1440,6
1502640000000.0,1502650000000.0,0.14200000000000002,1611,1974,18
1502630000000.0,1502630000000.0,0.14400000000000002,1611,1945,8
1502600000000.0,1502600000000.0,0.124,1584,1611,5
1502590000000.0,1502590000000.0,0.096,1942,1611,1
1502550000000.0,1502550000000.0,0.012,1217,1611,6
1502550000000.0,1502550000000.0,0.138,1611,2059,12
1502500000000.0,1502500000000.0,0.14400000000000002,1611,1478,4
1502500000000.0,1502500000000.0,0.08,1486,1552,5
1502500000000.0,1502500000000.0,0.058,1453,1496,2
1502500000000.0,1502500000000.0,0.088,1340,1326,2
1502500000000.0,1502500000000.0,0.11800000000000001,1532,1500,3
1504140000000.0,1504140000000.0,0.23,1560,1557,6
1504140000000.0,1504140000000.0,0.14,1571,1577,2
1504140000000.0,1504140000000.0,0.07200000000000001,1580,1617,2
1504050000000.0,1504050000000.0,0.166,1531,1593,7
1504050000000.0,1504050000000.0,0.198,1449,1597,9
1503950000000.0,1503960000000.0,0.08600000000000001,1743,1604,6
1503950000000.0,1503950000000.0,0.178,1604,1614,8
1503520000000.0,1503520000000.0,0.192,1550,1605,3
1503460000000.0,1503460000000.0,0.232,1630,1605,8
1503440000000.0,1503440000000.0,0.156,1475,1605,1
1503440000000.0,1503440000000.0,0.154,1605,1475,1
1503440000000.0,1503440000000.0,0.14,1475,1605,3
1503430000000.0,1503430000000.0,0.054,1570,1605,7
1503420000000.0,1503420000000.0,0.20400000000000001,1605,1500,1
1503420000000.0,1503420000000.0,0.042,1500,1605,9
1503420000000.0,1503420000000.0,0.066,1605,1500,1
1503380000000.0,1503380000000.0,0.148,1513,1605,5
1504270000000.0,1504270000000.0,0.13,1790,1874,1
1504270000000.0,1504270000000.0,0.162,1864,1805,5
1504220000000.0,1504220000000.0,0.09,1496,1861,3
1504200000000.0,1504200000000.0,0.10400000000000001,1851,1853,8
1504190000000.0,1504190000000.0,0.10200000000000001,1861,1863,4
1504190000000.0,1504190000000.0,0.096,1618,1609,3
1504190000000.0,1504190000000.0,0.04,1620,1607,1
1504190000000.0,1504190000000.0,0.1,1621,1496,5
1504190000000.0,1504190000000.0,0.196,1633,1581,5
1504190000000.0,1504190000000.0,0.212,1623,1623,6
1504190000000.0,1504190000000.0,0.038,1612,1614,5
1504190000000.0,1504190000000.0,0.044,1605,1624,8
1504050000000.0,1504050000000.0,0.228,1693,1621,4
1504050000000.0,1504050000000.0,0.138,1631,1684,4
1504050000000.0,1504050000000.0,0.068,1636,1619,8
1504050000000.0,1504050000000.0,0.08,1613,1617,8
1504050000000.0,1504050000000.0,0.216,1627,1495,6
1504050000000.0,1504050000000.0,0.054,1480,1643,3
1504030000000.0,1504030000000.0,0.126,1631,1652,5
1504030000000.0,1504030000000.0,0.062,1687,1641,5
1504030000000.0,1504030000000.0,0.14200000000000002,1630,1638,6
1504020000000.0,1504030000000.0,0.184,1414,1624,6
1504020000000.0,1504020000000.0,0.094,1619,1419,7
1504020000000.0,1504020000000.0,0.112,1629,1659,5
1504020000000.0,1504020000000.0,0.096,1649,1639,3
1504020000000.0,1504020000000.0,0.248,1677,1627,1
1504020000000.0,1504020000000.0,0.098,1705,1636,8
1504020000000.0,1504020000000.0,0.128,1647,1635,13
1503970000000.0,1503970000000.0,0.058,1637,1627,7
1503950000000.0,1503960000000.0,0.09,1626,1631,5
1503940000000.0,1503940000000.0,0.192,1602,1615,6
1503940000000.0,1503940000000.0,0.184,1634,1603,3
1503940000000.0,1503940000000.0,0.08,1611,1591,9
1503940000000.0,1503940000000.0,0.246,1579,1623,19
1503940000000.0,1503940000000.0,0.258,1995,1581,4
1503940000000.0,1503940000000.0,0.24,1589,1569,9
1503870000000.0,1503870000000.0,0.14200000000000002,1570,1555,6
1503850000000.0,1503850000000.0,0.194,1559,1557,3
1503850000000.0,1503850000000.0,0.12,1546,1571,2
1503620000000.0,1503620000000.0,0.114,1550,1567,6
1503620000000.0,1503620000000.0,0.076,1560,1419,5
1503510000000.0,1503510000000.0,0.222,1840,1564,8
1503170000000.0,1503170000000.0,0.23800000000000002,1660,1549,4
1503080000000.0,1503080000000.0,0.066,1534,1678,5
1502650000000.0,1502650000000.0,0.064,1789,1538,6
1502190000000.0,1502190000000.0,0.192,1841,1921,8
1501840000000.0,1501840000000.0,0.184,1926,1737,2
1501770000000.0,1501770000000.0,0.128,1629,1887,3
1501770000000.0,1501770000000.0,0.02,1860,1712,7
1501600000000.0,1501600000000.0,0.17,1500,1568,4
1503980000000.0,1503980000000.0,0.08,1780,2132,10
1503350000000.0,1503350000000.0,0.116,966,1124,2
1502930000000.0,1502930000000.0,0.052000000000000005,884,951,2
1502640000000.0,1502640000000.0,0.008,945,1070,3
1502530000000.0,1502530000000.0,0.23600000000000002,971,1149,3
1502410000000.0,1502410000000.0,0.022,1238,985,1
1502390000000.0,1502390000000.0,0.326,972,1247,2
1502390000000.0,1502390000000.0,0.19,1107,961,4
1502380000000.0,1502380000000.0,0.074,974,1129,3
1502320000000.0,1502330000000.0,0.202,1203,970,3
1502320000000.0,1502320000000.0,0.16,998,937,5
1502320000000.0,1502320000000.0,0.156,1016,1126,1
1502270000000.0,1502270000000.0,0.178,1025,1153,4
1502270000000.0,1502270000000.0,0.084,1047,1151,4
1502230000000.0,1502230000000.0,0.016,998,1016,6
1502230000000.0,1502230000000.0,0.202,1127,1044,3
1502150000000.0,1502150000000.0,0.13,1020,1200,3
1502140000000.0,1502140000000.0,0.12,1069,1071,4
1502140000000.0,1502140000000.0,0.14200000000000002,1071,1068,3
1502120000000.0,1502120000000.0,0.088,1115,1223,4
1502120000000.0,1502120000000.0,0.04,1190,1213,4
1502050000000.0,1502050000000.0,0.082,1337,1337,3
1502050000000.0,1502050000000.0,0.08,1500,1500,2
1503810000000.0,1503810000000.0,0.054,1500,1571,7
1503760000000.0,1503760000000.0,0.11800000000000001,1367,1866,1
1503760000000.0,1503760000000.0,0.038,1590,1373,2
1503760000000.0,1503760000000.0,0.1,1377,1667,1
1503760000000.0,1503760000000.0,0.068,1558,1358,15
1503360000000.0,1503360000000.0,0.03,1476,1367,2
1503360000000.0,1503360000000.0,0.10400000000000001,1376,1469,1
1503360000000.0,1503360000000.0,0.13,1460,1386,2
1503260000000.0,1503260000000.0,0.134,1372,1408,5
1503090000000.0,1503090000000.0,0.062,1373,2148,4
1504120000000.0,1504120000000.0,0.26,1500,1395,2
1503860000000.0,1503860000000.0,0.25,1382,1414,5
1503790000000.0,1503790000000.0,0.152,1320,1400,3
1503780000000.0,1503790000000.0,0.242,1383,1330,3
1503780000000.0,1503780000000.0,0.106,1383,1242,3
1503500000000.0,1503500000000.0,0.232,1469,1357,9
1503340000000.0,1503340000000.0,0.094,959,1357,4
1503330000000.0,1503340000000.0,0.106,1357,959,3
1503330000000.0,1503330000000.0,0.152,959,1357,4
1503370000000.0,1503370000000.0,0.22,1588,1691,8
1503260000000.0,1503260000000.0,0.134,1541,1586,9
1503250000000.0,1503250000000.0,0.034,1517,1320,4
1503240000000.0,1503250000000.0,0.078,1569,1569,2
1503190000000.0,1503190000000.0,0.188,1563,1498,5
1503180000000.0,1503180000000.0,0.074,1903,1512,8
1502890000000.0,1502900000000.0,0.074,1612,1450,5
1502890000000.0,1502890000000.0,0.068,1327,1450,3
1502890000000.0,1502890000000.0,0.082,1245,1450,5
1502890000000.0,1502890000000.0,0.06,1921,1451,4
1502480000000.0,1502480000000.0,0.10200000000000001,1462,1464,3
1502480000000.0,1502480000000.0,0.158,1450,1486,6
1502480000000.0,1502480000000.0,0.166,1439,1418,5
1501700000000.0,1501700000000.0,0.028,1728,1500,6
1504180000000.0,1504180000000.0,0.042,1547,1563,4
1504170000000.0,1504180000000.0,0.094,1863,1567,2
1504170000000.0,1504170000000.0,0.076,1559,1423,2
1504170000000.0,1504170000000.0,0.068,1570,1611,7
1504170000000.0,1504170000000.0,0.078,1562,1582,6
1504000000000.0,1504000000000.0,0.08600000000000001,1576,1386,3
1504000000000.0,1504000000000.0,0.082,1353,1595,3
1503980000000.0,1503980000000.0,0.098,1591,1326,3
1503980000000.0,1503980000000.0,0.076,1560,1580,4
1503240000000.0,1503240000000.0,0.14,1727,1574,4
1503240000000.0,1503240000000.0,0.096,1579,1841,4
1502280000000.0,1502280000000.0,0.1,1877,1558,11
1502280000000.0,1502280000000.0,0.114,1536,1962,3
1502270000000.0,1502280000000.0,0.296,1529,1763,3
1502270000000.0,1502270000000.0,0.124,1590,1515,4
1501820000000.0,1501820000000.0,0.058,1653,1522,2
1501820000000.0,1501820000000.0,0.10400000000000001,1675,1505,6
1501820000000.0,1501820000000.0,0.052000000000000005,1547,1491,6
1501820000000.0,1501820000000.0,0.11800000000000001,1507,1399,2
1501820000000.0,1501820000000.0,0.004,1641,1502,2
1501820000000.0,1501820000000.0,0.39,1496,1703,5
1501820000000.0,1501820000000.0,0.112,1482,1484,4
1501810000000.0,1501810000000.0,0.08,1486,1909,2
1501810000000.0,1501810000000.0,0.062,1919,1488,2
1501810000000.0,1501810000000.0,0.12,1488,2192,2
1501810000000.0,1501810000000.0,0.09,1470,1684,3
1501670000000.0,1501670000000.0,0.126,1465,1659,3
1501670000000.0,1501670000000.0,0.034,1586,1473,5
1501670000000.0,1501670000000.0,0.068,1548,1488,6
1501670000000.0,1501670000000.0,0.07200000000000001,1500,1501,2
1501660000000.0,1501670000000.0,0.124,1509,1487,8
1501660000000.0,1501660000000.0,0.092,1356,1491,2
1501650000000.0,1501650000000.0,0.068,1495,1771,2
1504020000000.0,1504020000000.0,0.076,1529,1639,3
1504020000000.0,1504020000000.0,0.214,1631,1537,6
1504020000000.0,1504020000000.0,0.084,1546,1621,6
1504020000000.0,1504020000000.0,0.07,1568,1636,5
1503670000000.0,1503670000000.0,0.244,1354,1631,5
1503670000000.0,1503670000000.0,0.14200000000000002,1626,1384,7
1503330000000.0,1503330000000.0,0.084,1639,1813,6
1503080000000.0,1503080000000.0,0.004,1646,1795,2
1503080000000.0,1503080000000.0,0.022,1646,939,4
1503080000000.0,1503080000000.0,0.108,1657,1678,8
1503080000000.0,1503080000000.0,0.116,1667,1668,5
1503080000000.0,1503080000000.0,0.084,1683,1599,4
1503080000000.0,1503080000000.0,0.232,1596,1686,2
1502990000000.0,1502990000000.0,0.148,1769,1659,2
1502990000000.0,1502990000000.0,0.108,1668,1761,2
1502990000000.0,1502990000000.0,0.17,1752,1677,2
1502990000000.0,1502990000000.0,0.076,1688,1743,10
1502990000000.0,1502990000000.0,0.082,1582,1704,3
1502990000000.0,1502990000000.0,0.242,1693,1666,7
1502990000000.0,1502990000000.0,0.06,1676,1680,3
1502900000000.0,1502900000000.0,0.128,1142,1679,3
1502900000000.0,1502900000000.0,0.03,1678,1148,10
1502900000000.0,1502900000000.0,0.08,1154,1676,1
1502900000000.0,1502900000000.0,0.256,1686,1098,2
1502900000000.0,1502900000000.0,0.096,1102,1685,1
1502900000000.0,1502900000000.0,0.10200000000000001,1684,1107,4
1502900000000.0,1502900000000.0,0.14200000000000002,1493,1678,2
1502890000000.0,1502890000000.0,0.12,1525,1693,3
1502820000000.0,1502820000000.0,0.116,1709,1681,2
1502810000000.0,1502820000000.0,0.12,1692,1699,2
1502810000000.0,1502810000000.0,0.08,1688,1704,2
1502810000000.0,1502810000000.0,0.058,1699,1497,2
1502810000000.0,1502810000000.0,0.196,1703,1943,2
1502810000000.0,1502810000000.0,0.14200000000000002,1694,1692,6
